PubMed ID 	 PubMed Central ID 	 Title 	 Authors 	 Year of Publication 	 Month of Publication 	 Digital Object Identifier 	 conjugation[PIA]
4343824	PMC251500	Dominant mutations (lex) in Escherichia coli K-12 which affect radiation sensitivity and frequency of ultraviolet lght-induced mutations.	Mount DW,Low KB,Edmiston SJ	1972	Nov	http://doi.org//?	1
4565497	?	Replication of the minicircular DNA of E. coli 15 is dependent on DNA polymerase I but independent of DNA polymerase 3.	Goebel W,Schrempf H	1972	Oct	http://doi.org//?	0
4577397	?	[Incidence and activity of transmissible colicin factors in E. coli wild types carrying R factors].	Krcmery V,Wiedemann B	1972	Oct	http://doi.org//?	0
4567284	PMC1212821	Genetic analysis of mutations indirectly suppressing recB and recC mutations.	Templin A,Kushner SR,Clark AJ	1972	Oct	http://doi.org//?	0
4562410	PMC251447	Transfer among Erwinia spp. and other enterobacteria of antibiotic resistance carried on R factors.	Chatterjee AK,Starr MP	1972	Oct	http://doi.org//?	1
4562395	PMC251398	Mapping of the fabA locus for unsaturated fatty acid biosynthesis in Escherichia coli.	Cronan JE Jr,Silbert DF,Wulff DL	1972	Oct	http://doi.org//?	0
4342813	PMC251397	Klebsiella aerogenes strain carrying drug-resistance determinants and a lac plasmid.	Brenchley JE,Magasanik B	1972	Oct	http://doi.org//?	0
4263401	PMC251394	Suppressor of phosphofructokinase mutations of Escherichia coli.	Morrissey AT,Fraenkel DG	1972	Oct	http://doi.org//?	0
4631574	?	[Post-conjugational recombination in Escherichia coli].	Wlodarczyk M	1972	Sep-Oct	http://doi.org//?	0
4629545	?	[Classification of plasmids responsible for resistance to gentamycin].	Witchitz JL,Gerbaud GR	1972	Sep	http://doi.org//?	0
4569439	?	[Chloramphenicol inactivation by plague bacteria with episomal resistance to the antibiotic].	Lebedeva SA,Mishan'kin BN	1972	Sep	http://doi.org//?	0
4559831	PMC251357	Purification of sex pili from Escherichia coli carrying a derepressed F-like R factor.	Beard JP,Howe TG,Richmond MH	1972	Sep	http://doi.org//?	0
4345849	PMC378457	Molecular structure of bacterial plasmids.	Clowes RC	1972	Sep	http://doi.org//?	0
4560065	PMC1212788	Deletion mapping of zwf, the gene for a constitutive enzyme, glucose 6-phosphate dehydrogenase in Escherichia coli.	Fraenkel DG,Banerjee S	1972	Aug	http://doi.org//?	0
4559741	PMC251326	Mapping of a D-cycloserine resistance locus in escherichia coli K-12.	Russell RR	1972	Aug	http://doi.org//?	0
4559737	PMC251319	Mutations affecting the dissimilation of mannitol by Escherichia coli K-12.	Solomon E,Lin EC	1972	Aug	http://doi.org//?	0
4559731	PMC251294	Characterization of strong polar mutations in a region immediately adjacent to the L-arabinose operator in Escherichia coli B-r.	Eleuterio M,Griffin B,Sheppard DE	1972	Aug	http://doi.org//?	0
4559723	PMC251282	Integration stie of noninducible coliphage 186.	Woods WH,Egan JB	1972	Aug	http://doi.org//?	1
4559685	?	Chromosomal locations of Salmonella conversion phages: mapping of prophages g 341, 15, and 34 in Salmonella anatum.	Matsuyama T,Uetake H	1972	Aug	http://doi.org//?	0
4559592	PMC426868	The stabilization of episomal integration by genetic inversion: a general hypothesis.	Adelberg EA,Bergquist P	1972	Aug	http://doi.org//?	0
4591486	PMC251242	Chromosome transfer by autonomous transmissible plasmids: the role of the bacterial recombination (rec) system.	Moody EE,Hayes W	1972	Jul	http://doi.org//?	0
4591485	PMC251233	Loss of R factors promoted by bacteriophage M13 and the M13 carrier state.	Russell SE,Iyer VN	1972	Jul	http://doi.org//?	0
4591482	PMC251273	Bacterial conjugation under anaerobic conditions.	Stallions DR,Curtiss R 3rd	1972	Jul	http://doi.org//?	0
4591481	PMC251271	Mutations affecting amino sugar metabolism in Escherichia coli K-12.	Holmes RP,Russell RR	1972	Jul	http://doi.org//?	0
4591474	PMC251255	Effect of Zn2+ on bacterial conjugation: inhibition of mating pair formation.	Ou JT,Anderson TF	1972	Jul	http://doi.org//?	0
4591473	PMC251254	Genetic transfer of episomic elements among Erwinia species and other enterobacteria: F'Lac+.	Chatterjee AK,Starr MP	1972	Jul	http://doi.org//?	1
4591470	PMC251248	Abnormal excision and transfer of chromosomal segments by a strain of Escherichia coli K-12.	Bergquist PL,Adelberg EA	1972	Jul	http://doi.org//?	1
4560920	?	Characterization of a mucoid Escherichia coli K12 strain, and chemical analysis of the exopolysaccharide.	Shugar S,Sanderson KE	1972	Jul	http://doi.org//?	0
4558789	?	The host specificities of the Z20 and CF2004-6 strains of an Escherichia coli O4 serotype.	Zubrzycki L,Levinson SU,Siegel D	1972	Jul	http://doi.org//10.1099/00221287-71-2-319	0
4558662	PMC426822	Characterization by electron microscopy of fused F-prime factors in Escherichia coli.	Palchaudhuri SR,Mazaitis AJ,Maas WK,Kleinschmidt AK	1972	Jul	http://doi.org//?	0
4561717	?	Genetic locus determining resistance to phage BF23 and colicins E 1 , E 2 and E 3 in Escherichia coli.	Jasper P,Whitney E,Silver S	1972	Jun	http://doi.org//?	0
4555414	PMC247503	Deletion map of the Escherichia coli K-12 sex factor F: the order of eleven transfer cistrons.	Ippen-Ihler K,Achtman M,Willetts N	1972	Jun	http://doi.org//?	0
4555413	PMC247501	Genetic analysis of transfer by the Escherichia coli sex factor F, using P1 transductional complementation.	Willetts N,Achtman M	1972	Jun	http://doi.org//?	1
4555412	PMC247500	Conjugational complementation analysis of transfer-deficient mutants of Flac in Escherichia coli.	Achtman M,Willetts N,Clark AJ	1972	Jun	http://doi.org//?	0
4555404	PMC247532	Multiple regulator gene control of the galactose operon in Escherichia coli K-12.	Hua SS,Markovitz A	1972	Jun	http://doi.org//?	0
4555403	PMC247531	Nonchromosomal antibiotic resistance in bacteria. V. Isolation and characterization of R factor mutants exhibiting temperature-sensitive repression of fertility.	Silver RP,Cohen SN	1972	Jun	http://doi.org//?	0
4338794	?	Lack of interaction between Sendai virus and bacterial cells.	Kilgore JM,Beck RW,Brown A	1972	Jun	http://doi.org//?	0
4260562	PMC247511	Gene transfer in Pasteurella pestis harboring the F'Cm plasmid of Escherichia coli.	Lawton WD,Stull HB	1972	Jun	http://doi.org//?	1
4556576	?	Frameshift suppressors. II. Genetic mapping and dominance studies.	Riddle DL,Roth JR	1972	May	http://doi.org//?	0
4554902	?	Suppression of a dicarboxylic acid transport mutant phenotype in Escherichia coli K12.	Kay WW	1972	May	http://doi.org//?	0
4560652	?	[Hemolytic plasmids in Escherichia coli].	Goebel W,Pokora B	1972	May	http://doi.org//?	0
4560508	?	Formation of multiple drug resistance factors by recombination between transfer factor and resistance determinants.	Kameda M,Harada K,Suzuki M,Nakajima T,Mitsuhashi S	1972	May	http://doi.org//?	0
4559241	?	[Recombinations between R and colicinogenic factors in Escherichia coli K12. I. Production of recombinants].	Fredericq P,Delhalle E	1972	May	http://doi.org//?	0
4553834	PMC247443	Conjugation in Escherichia coli: failure to confirm the transfer of part of sex factor at the leading end of the donor chromosome.	Walker EM,Pittard J	1972	May	http://doi.org//?	1
4145559	?	[Effect of levallorphen, a morphine derivative, on the transmission of drug-resistance factors].	Loser R,Roschenthaler R	1972	May	http://doi.org//?	0
4145555	?	[Transmission and inhibition of extrachromosomal drug-resistance factors in the gastrointestinal flora].	Wiedemann B	1972	May	http://doi.org//?	0
4122877	?	[Basic structures of various lipopolysaccharides in varous enterobacteriaceae, Genetic and serologic studies on R mutants].	Schmidt G	1972	May	http://doi.org//?	0
4625742	?	[Physiologic and genetic control of metabolism of 2-keto-3-deoxy-gluconate in E. coli K 12. Regulon kdg].	Pouyssegur J,Stoeber F	1972	Apr	http://doi.org//?	0
4559318	?	[Transference of multiple drug resistance from Escherichia coli to El-Tor vibrio].	Bogdanova MI,Lebedeva SA,Libinzon AE	1972	Apr	http://doi.org//?	0
4556177	PMC1212752	The addition of lac+ chromosome fragments to the E. coli proA-proB-lac deletion 13 chromosome.	Stodolsky M,Rae ME,Mullenbach E	1972	Apr	http://doi.org//?	0
4552988	PMC247397	Manganese-resistant mutants of Escherichia coli: physiological and genetic studies.	Silver S,Johnseine P,Whitney E,Clark D	1972	Apr	http://doi.org//?	1
4552986	PMC247395	Construction and properties of Escherichia coli strains exhibiting -complementation of -galactosidase fragments in vivo.	Zamenhof PJ,Villarejo M	1972	Apr	http://doi.org//?	0
4552774	?	Recombination in Escherichia coli. V. Genetic analysis of recombinants from crosses with recipients deficient in ATP-dependent exonuclease activity.	De Haan PG,Hoekstra WP,Verhoef C	1972	Apr	http://doi.org//?	0
4340589	?	[Antibiotic sensitivity and transference of the R-factor to Pasteurella multocida].	Khaliapina EE,Lebedeva SA,Gurleva GG,Domaradskii IV,Grigorian EG	1972	Apr	http://doi.org//?	0
4573554	?	Resistance transfer between E. coli and Salmonella strains from Kerala.	Vimala KN,Paniker CK	1972	Mar	http://doi.org//?	0
4560489	?	Transduction of Salmonella typhimurium genetic material by coliphage P1 in S. typhimurium Hfr x escherichia coli hybrids.	Karunakaran V,Middleton RB	1972	Mar	http://doi.org//?	0
4559312	?	[Transferable resistance to gentamicin. II. Transmission and linkage of the resistance character].	Witchitz JL,Chabbert YA	1972	Mar	http://doi.org//?	0
4551744	PMC247332	Specific role of sex pili in the effective eliminatory action of sodium dodecyl sulfate on sex and drug resistance factors in Escherichia coli.	Adachi H,Nakano M,Inuzuka M,Tomoeda M	1972	Mar	http://doi.org//?	0
4551741	PMC247326	Inhibition of gene transfer by antiserum and identification of serotypes of sex pili.	Harden V,Meynell E	1972	Mar	http://doi.org//?	1
4258796	PMC247333	Close linkage between ochre and missense suppressors in Escherichia coli.	Orias E,Gartner TK,Lannan JE,Betlach M	1972	Mar	http://doi.org//?	1
4145210	?	R-factor transmission under lowered surface tension.	Chaloupecky V,Zahradnik F	1972	Mar	http://doi.org//?	0
4555315	?	The incidence of R factors among coliform bacteria.	Woods DR,Marcos D,Hendry DA	1972	Feb	http://doi.org//?	0
4552437	?	Mutation of col Ib factors.	Derylo M,Lorkiewicz Z	1972	Feb	http://doi.org//?	0
4146133	?	[Significance of the lipopolysaccharide structure of E. coli for the transmission of R-factors].	Wiedemann B,Schmidt G	1972	Feb	http://doi.org//?	0
4564179	?	Chromosomal mutations affecting the stability of sex-factors in Escherichia coli.	Yamagata H,Uchida H	1972	Jan	http://doi.org//?	0
4621624	PMC247245	Purification and characterization of colicin D.	Timmis K	1972	Jan	http://doi.org//?	0
4621300	?	Variations of sensitivity of Shigella flexneri bacilli to bacteriophages as a result of recombination.	Slopek S,Durlakowa I,Jankowski S,Kucharewicz-Krukowska A,Lachowicz TM,Lachowicz Z	1972	 	http://doi.org//?	0
4621299	?	Changes in antigenic structure of S. flexneri 1a as a result of genetic recombination with E. coli.	Mroz E,Konrad BA,Lachowicz TM	1972	 	http://doi.org//?	0
4621298	?	Serologic analysis of Lac+ recombinants of E. coli HfrC and Shigella flexneri 2A.	Lagowska-Zlotorzycka M,Lachowicz TM	1972	 	http://doi.org//?	0
4577433	?	[Prophage induction and cell division in E. coli. II. Linked (recA, zab) and unlinked (lex) suppressors of tif-1-mediated induction and filamentation].	Castellazzi M,George J,Buttin G	1972	 	http://doi.org//?	0
4568556	?	[Antigen structure of Shigellae. Chemical basis of Shigella flexneri antigens].	Seltmann G	1972	 	http://doi.org//?	0
4567804	?	R factor compatibility groups.	Grindley ND,Grindley JN,Anderson ES	1972	 	http://doi.org//?	0
4566080	?	Transformation of col V and col I factors.	Derylo M,Buraczynska M,Lorkiewicz Z	1972	 	http://doi.org//?	0
4566079	?	Mutations affecting superinfection immunity in Escherichia coli.	Hrebenda J,Kwiatkowski Z	1972	 	http://doi.org//?	0
4565754	?	Prophage induction and cell division in E. coli. I. Further characterization of the thermosensitive mutation tif-1 whose expression mimics the effect of UV irradiation.	Castellazzi M,George J,Buttin G	1972	 	http://doi.org//?	0
4564071	?	Irrelevancy of the homologous pairing for continuance of the genetic transfer during the conjugation in Escherichia coli K-12.	Mycielski R,Kociszewska-Kiljanczyk B,Smorawinska M,Kunicki-Goldfinger WJ	1972	 	http://doi.org//?	0
4564070	?	Relationship between the competence for reception of the donor DNA and a stage of the chromosome replication in the recipient during the bacterial conjugation in Escherichia coli K-12.	Mycielski R,Kociszewska-Kiljanczyk B,Dowjat WK,Kunicki-Goldfinger WJ	1972	 	http://doi.org//?	0
4562364	?	Host-controlled segregation of R factor.	Golab A,Lachowicz Z,Lachowicz TM	1972	 	http://doi.org//?	0
4561898	?	Mapping and fi character determination of R factors of Enterobacter cloacae Df13.	McLeod GA,Stouthamer AH,Zandberg J,Jansz HS	1972	 	http://doi.org//?	0
4560591	?	Expression of an episomal lactose gene after conjugational transfer into a thermosensitive DNA mutant of Escherichia coli.	Kielland-Brandt MC	1972	 	http://doi.org//?	0
4560589	?	Early transfer of genes determining transfer functions by some Hfr strains in Escherichia coli K12.	Broda P,Meacock P,Achtman M	1972	 	http://doi.org//?	0
4558511	?	Episomes in evolution.	Campbell A	1972	 	http://doi.org//?	0
4557715	?	[Experimental methods of bacterial conjugation].	Ishibashi M,Hirota Y,Nishimura Y	1972	 	http://doi.org//?	0
4556980	?	Double infection, recombination, and segregation of two R factors R 100 and Rts1, and their possible bearing on the genetic structure of R 100.	Yoshikawa M,Sakai K	1972	Jan	http://doi.org//?	0
4552500	?	A mutation in Escherichia coli enhancing the UV-mutability of phage lambda but not of its infectious DNA in a spheroplast assay.	Wackernagel W,Winkler U	1972	 	http://doi.org//?	0
4552226	PMC1212721	Incompatibility of integrated sex factors in double male strains of Escherichia coli.	Kaney AR,Atwood KC	1972	Jan	http://doi.org//?	0
4550792	?	P1 transduction: formation of heterogenotes upon cotransduction of bacterial genes with a P2 prophage.	Blumenthal T	1972	Jan	http://doi.org//?	0
4550673	PMC247298	Genetic behavior of R factors in Vibrio cholerae.	Yokota T,Kasuga T,Kaneko M,Kuwahara S	1972	Jan	http://doi.org//?	0
4550661	PMC247243	New type of R factors incapable of inactivating chloramphenicol.	Nagai Y,Mitsuhashi S	1972	Jan	http://doi.org//?	0
4352831	?	The genetics of transmissible plasmids.	Willetts N	1972	 	http://doi.org//10.1146/annurev.ge.06.120172.001353	0
4343249	?	ALT: a new factor involved in the synthesis of RNA by Escherichia coli.	Silverstone AE,Goman M,Scaife JG	1972	 	http://doi.org//?	0
4333375	PMC247260	Mutants of Escherichia coli K-12 blocked in the final reaction of ubiquinone biosynthesis: characterization and genetic analysis.	Stroobant P,Young IG,Gibson F	1972	Jan	http://doi.org//?	0
4207756	PMC444160	Transferable drug resistance in Pseudomonas aeruginosa.	Bryan LE,Van Den Elzen HM,Tseng JT	1972	Jan	http://doi.org//?	1
4109889	PMC247293	Naturally occurring R factor, derepressed for pilus synthesis, belonging to the same compatibility group as the sex factor F of Escherichia coli K-12.	Dennison S	1972	Jan	http://doi.org//?	0
4948138	?	[Transferable resistance to gentamicin. I. Expression of the resistance character].	Witchitz JL,Chabbert YA	1971	Dec	http://doi.org//?	0
4945740	?	Recombination and complementation between R factors in Escheichia coli K 12.	Foster TJ,Howe TG	1971	Dec	http://doi.org//?	0
4945197	PMC247222	Genetic analysis of an Escherichia coli syndrome.	Lennette ET,Apirion D	1971	Dec	http://doi.org//?	0
4945194	PMC247215	2-keto-3-deoxygluconate 6-phosphate aldolase mutants of Escherichia coli.	Fradkin JE,Fraenkel DG	1971	Dec	http://doi.org//?	0
4945193	PMC247211	Properties of an R factor from Pseudomonas aeruginosa.	Datta N,Hedges RW,Shaw EJ,Sykes RB,Richmond MH	1971	Dec	http://doi.org//?	0
4945192	PMC247209	Anaerobic L- -glycerophosphate dehydrogenase of Escherichia coli: its genetic locus and its physiological role.	Kistler WS,Lin EC	1971	Dec	http://doi.org//?	0
4945191	PMC247208	Resistance of Escherichia coli to penicillins. IX. Genetics and physiology of class II ampicillin-resistant mutants that are galactose negative or sensitive to bacteriophage C21, or both.	Eriksson-Grennberg KR,Nordstrom K,Englund P	1971	Dec	http://doi.org//?	1
4945187	PMC247201	Fertility of Salmonella typhimurium crosses with Escherichia coli.	Mojica-A T,Middleton RB	1971	Dec	http://doi.org//?	0
4943711	?	[Genetic characteristics of E. coli K-12 spheroplasts].	Radakova ED,Androsov VV	1971	Dec	http://doi.org//?	0
4943978	?	The isolation and characterization of an X-ray-sensitive ultraviolet-resistant mutant of Escherichia coli.	Glickman BW,Zwenk H,van Sluis CA,Rorsch A	1971	Nov	http://doi.org//?	0
4942884	?	Transfer of nitrogen-fixation genes by conjugation in Klebsiella pneumoniae.	Dixon RA,Postgate JR	1971	Nov	http://doi.org//?	0
4949550	?	Kinetics of the expression of genetic information in cells of bacteria during conjugation.	Bresler SE,Lantsov VA,Luk'yanets-Blinkova AA	1971	Nov-Dec	http://doi.org//?	0
4944586	PMC1212707	The genetic homology of Salmonella typhimurium and Escherichia coli.	Middleton RB	1971	Nov	http://doi.org//?	0
4944321	?	Observations on the pathogenic properties of the K88, Hly and Ent plasmids of Escherichia coli with particular reference to porcine diarrhoea.	Smith HW,Linggood MA	1971	Nov	http://doi.org//10.1099/00222615-4-4-467	0
4942767	PMC247152	Phenotypic restoration by molybdate of nitrate reductase activity in chlD mutants of Escherichia coli.	Glaser JH,DeMoss JA	1971	Nov	http://doi.org//?	0
4942764	PMC247142	Mutants of Escherichia coli unable to make protein at 42 C.	Russell RR,Pittard AJ	1971	Nov	http://doi.org//?	1
4942760	PMC247128	Extent of host deletions associated with bacteriophage P2-mediated eduction.	Sunshine MG,Kelly B	1971	Nov	http://doi.org//?	0
4942757	PMC247122	Mapping the gene determining ornithine transcarbamylase and its operator in Escherichia coli B.	Jacoby GA	1971	Nov	http://doi.org//?	0
4404470	?	Mechanism of dominance of RNA-polymerase structural gene alleles causing sensitivity to antibiotics.	Khesin RB,Mindlin SZ,Il'ina TS,Ovadis MI,Gorlenko ZM	1971	Nov-Dec	http://doi.org//?	0
4946404	?	Inhibition of R-factor transfer by levallorphan.	Loser R,Boquet PL,Roschenthaler R	1971	Oct	http://doi.org//?	0
4943278	PMC376389	Characteristics of antimicrobial resistance of Escherichia coli from animals: relationship to veterinary and management uses of antimicrobial agents.	Mercer HD,Pocurull D,Gaines S,Wilson S,Bennett JV	1971	Oct	http://doi.org//?	0
4943078	PMC376228	Electron microscopic evidence for linear insertion of bacteriophage MU-1 in lysogenic bacteria.	Martuscelli J,Taylor AL,Cummings DJ,Chapman VA,DeLong SS,Canedo L	1971	Oct	http://doi.org//?	0
4941815	?	[Evaluation of the significance of type-specific antigen for the virulence of Shigella flexneri 2a in studying recombinants of definite genetic classes].	Petrovskaia VG,Blinova NI	1971	Oct	http://doi.org//?	0
4941551	PMC247026	Induction of colicin production by high temperature or inhibition of protein synthesis.	Kennedy CK	1971	Oct	http://doi.org//?	0
4107814	PMC247092	Physical properties and mechanism of transfer of R factors in Escherichia coli.	Vapnek D,Lipman MB,Rupp WD	1971	Oct	http://doi.org//?	1
4938820	?	Identification of individual sex-factor DNA strands and their replication during conjugation in thermosensitive DNA mutants of Escherichia coli.	Vapnek D,Rupp WD	1971	Sep	http://doi.org//?	0
5005297	PMC416302	Mechanisms and genetics of resistance to sodium lauryl sulfate in strains of Shigella and Escherichia coli.	Corwin LM,Rothman SW,Kim R,Talevi LA	1971	Sep	http://doi.org//?	0
4945395	?	Genetical distinction of R factors derived from Shigellae and Salmonellae.	Yoshikawa M,Nagashima S,Matsushima S	1971	Sep	http://doi.org//?	0
4940869	PMC376299	Characterization of an unusual strain of proteus rettgeri associated with an outbreak of nosocomial urinary-tract infection.	Traub WH,Craddock ME,Raymond EA,Fox M,McCall CE	1971	Sep	http://doi.org//?	0
4939709	?	[Effect of 5-nitrofuran derivatives on the transmission of drug resistance by conjugation].	Shenderov BA	1971	Sep	http://doi.org//?	0
4939706	?	[Obtaining and study of stable L forms of E. coli K-12].	Radakova ED,Androsov VV	1971	Sep	http://doi.org//?	0
4938964	?	Genetic recombination in Escherichia coli. IV. Isolation and characterization of recombination-deficiency mutants of Escherichia coli K12.	Storm PK,Hoekstra WP,de Haan PG,Verhoef C	1971	Sep	http://doi.org//?	0
4937788	PMC247010	Inactivation of Escherichia coli, F' episomes at transfer, and bacteriophage lambda by psoralen plus 360-nm light: significance of deoxyribonucleic acid cross-links.	Cole RS	1971	Sep	http://doi.org//?	0
4937782	PMC246988	Location and orientation of the phoA locus on the Escherichia coli K-12 linkage map.	Nakata A,Peterson GR,Brooks EL,Rothman FG	1971	Sep	http://doi.org//?	0
4106219	PMC246987	Some effects of temperature on the growth of F pili.	Novotny CP,Lavin K	1971	Sep	http://doi.org//?	0
4947914	?	Transfer of R-factor mediated aminoglycoside antibiotic resistance in the allantoic cavity of chick embryos.	Traub WH,Craddock ME	1971	Aug	http://doi.org//?	0
4941166	PMC1212669	Tests of reciprocality in crossingover in partially diploid F strains of Escherichia coli.	Berg DE,Gallant JA	1971	Aug	http://doi.org//?	0
4939766	PMC246961	Location of three genes concerned with the conversion of 2,3-dihydroxybenzoate into enterochelin in Escherichia coli K-12.	Luke RK,Gibson F	1971	Aug	http://doi.org//?	0
4939762	PMC246943	Effect of iododeoxyuridine upon conjugation and the fate of transferred deoxyribonucleic acid in Escherichia coli K-12.	Cooper AD,Burgan MW,White CW,Herrmann RL	1971	Aug	http://doi.org//?	1
4939761	PMC246942	Ampicillin-resistant mutants of Escherichia coli K-12 with lipopolysaccharide alterations affecting mating ability and susceptibility to sex-specific bacteriophages.	Monner DA,Jonsson S,Boman HG	1971	Aug	http://doi.org//?	0
4938668	?	[Effect of temperature, pH and medium composition on the transmission of drug resistance by the conjugation method].	Shenderov BA	1971	Aug	http://doi.org//?	0
4938665	?	[Structure of the substituted sex factor bearing the alleles of muc and lon genes].	Levashev VS,Dombrovskii AM	1971	Aug	http://doi.org//?	0
4946072	?	Membrane assembly in Escherichia coli. II. Segregation of preformed and newly formed membrane proteins into cells and minicells.	Wilson G,Fox CF	1971	Jul	http://doi.org//?	0
4941950	?	Citrobacter freundii mutants deficient in host specificity functions and their recipient ability for foreign deoxyribonucleic acid.	de Graaff J,Stouthamer AH	1971	Jul	http://doi.org//10.1099/00221287-67-1-91	0
4941949	?	Effect of gamma-radiation on the donor ability of recA and recA+ strains of Escherichia coli.	Green MH,Bridges BA,Riazuddin S	1971	Jul	http://doi.org//10.1099/00221287-67-1-63	0
4941614	?	[Characteristic properties of partial LAC+ diploids isolated from a mixture of E. coli 200PS with pathogenic enterobacteria].	Shakhnazarova EA	1971	Jul	http://doi.org//?	0
4939450	?	Specialized transduction of the Salmonella hut operons by coliphage lambda: deletion analysis of the hut operons employing lambda-phut.	Smith GR	1971	Jul	http://doi.org//?	0
4935321	PMC246882	Synthesis of ribonucleic acid and protein in plasmid-containing minicells of Escherichia coli K-12.	Roozen KJ,Fenwick RG Jr,Curtiss R 3rd	1971	Jul	http://doi.org//?	0
4397929	PMC246880	Regulation of tyrosine biosynthesis in Escherichia coli K-12: isolation and characterization of operator mutants.	Mattern IE,Pittard J	1971	Jul	http://doi.org//?	0
4936672	?	The problems of drug-resistant pathogenic bacteria. Epidemiology and genetics of R factors.	Mitsuhashi S	1971	Jun	http://doi.org//?	0
4936668	?	Activity of distamycin A on the transfer of drug resistance in gram-negative clinical isolates.	Sanfilippo A	1971	Jun	http://doi.org//?	0
4936667	?	The problems of drug-resistant pathogenic bacteria. In vitro and in vivo methodology for detecting and evaluating inhibitors of transfer of resistance factors.	Ott JL,Short LJ,Holmes DH	1971	Jun	http://doi.org//?	0
4936660	?	The problems of drug-resistant pathogenic bacteria. The replication of R-factor DNA in Escherichia coli K-12 following conjugation.	Falkow S,Tompkins LS,Silver RP,Guerry P,Le Blanc DJ	1971	Jun	http://doi.org//?	0
4936659	?	The problems of drug-resistant pathogenic bacteria. The origin of R factors.	Watanabe T	1971	Jun	http://doi.org//?	0
4936658	?	The problems of drug-resistant pathogenic bacteria. Experimental and clinical aspects of resistance determinants. Structure and recipient ability in E. Coli mutants.	Wiedemann B,Schmidt G	1971	Jun	http://doi.org//?	0
4105640	?	Cell-surface alterations in Escherichia coli K-12 with chromosmal mutations changing ampicillin resistance.	Boman HG,Jonsson S,Monner D,Normark S,Bloom GD	1971	Jun	http://doi.org//?	0
4997236	?	[Study of the initiation of chromosome transfer in E. coli K 12].	Kusnierz JP,Lombaert MA	1971	Jun	http://doi.org//?	0
4947726	?	[Transfer of colicinogenic factors from Escherichia coli to Aerobacter aerogenes].	Nestor I,Costin L	1971	Jun	http://doi.org//?	0
4946932	?	I-like resistance factors with the fi+ character.	Grindley JN,Anderson ES	1971	Jun	http://doi.org//?	0
4934060	PMC248684	Induction of colicin 1a at high temperature.	Gromkova RH	1971	Jun	http://doi.org//?	0
4932098	?	[Independent segregation of restrictive properties of R factors isolated in Canada in 1956-1957].	Sonea S,Sasarman A,Surdeanu M,Martineau B	1971	Jun	http://doi.org//?	0
4104237	PMC248691	Transduction of R factors by a Proteus mirabilis bacteriophage.	Nakaya R,Rownd R	1971	Jun	http://doi.org//?	1
4950356	?	Study of the sensitivity to colicins in strains of Shigella and Escherichia coli as a function of factors of episomal resistance and colicinogeny or S--R forms of dissociation.	Kheinaru AL,Tallmeister ET	1971	May	http://doi.org//?	0
4942953	PMC1176859	Radioactive labelling of multiple-drug resistance factor in Escherichia coli.	Barker GR,Hardman N,Twose TM	1971	May	http://doi.org//?	0
4937140	?	Increased resistance to several antibiotics by one mutation in an R-factor, R 1a.	Nordstrom K	1971	May	http://doi.org//10.1099/00221287-66-2-205	0
4932408	?	Stable coexistence of Rfi factors in Escherichia coli.	Khatoon H,Iyer RV	1971	May	http://doi.org//?	0
4932214	?	Analysis of 5-methyluridine function in the transfer RNA of Escherichia coli.	Bjork GR,Neidhardt FC	1971	May	http://doi.org//?	0
4929870	PMC285139	Membrane association of conjugally transferred deoxyribonucleic acid in Escherichia coli minicells.	Shull FW Jr,Fralick JA,Stratton LP,Fisher WD	1971	May	http://doi.org//?	0
4929865	PMC285127	Beginning a genetic analysis of conjugational transfer determined by the F factor in Escherichia coli by isolation and characterization of transfer-deficient mutants.	Achtman M,Willetts N,Clark AJ	1971	May	http://doi.org//?	1
4929855	PMC285098	Isolation and characterization of supercoiled circular deoxyribonucleic acid from beta-hemolytic strains of Escherichia coli.	Goebel W,Schrempf H	1971	May	http://doi.org//?	1
4996112	?	The regulation of the beta-methylgalactoside transport system and of the galactose binding protein of Escherichia coli K12.	Boos W,Lengeler J,Hermann KO,Unsold HJ	1971	Apr	http://doi.org//?	0
4931512	?	Compatibility between two F' factors in an Escherichia coli strain bearing a chromosomal mutation affecting DNA synthesis.	Palchoudhury SR,Iyer VN	1971	Apr	http://doi.org//?	0
4930610	?	Coordination of sex pili with their specifying R factors.	Salzman TC	1971	Apr	http://doi.org//?	0
4928925	?	Plasmid specificity of two proteins required for conjugation in E. coli K12.	Willetts NS	1971	Apr	http://doi.org//?	0
4950364	?	Interrelationship between factors of colicinogeny and transmission stability in strains of Shigella sonnei and Escherichia coli.	Kheinar AL,Tallmeister ET	1971	Apr	http://doi.org//?	0
4937836	?	Interaction of a colicinogenic factor with a resistance factor and with the fertility factor F in Escherichia coli K-12.	Cooper P	1971	Apr	http://doi.org//?	0
4930278	PMC377256	R-factor transfer in selenite and tetrathionate broths.	Gardner P,Harding AL,Olans RN,Smith DH	1971	Apr	http://doi.org//?	1
4928015	PMC248678	Physical studies of the drug-resistance transfer factor in Proteus.	Haapala DK,Falkow S	1971	Apr	http://doi.org//?	0
4928004	PMC248654	Properties of F' factor deoxyribonucleic acid transferred from ultraviolet-irradiated donors: photoreactivation in the recipient and the influence of recA, recB, recC, and uvr genes.	Cole RS	1971	Apr	http://doi.org//?	0
4934286	?	[Transmissible multiple drug resistance of Enterobacteria].	Leplia ES	1971	Mar	http://doi.org//?	0
